Row #,Species,Count,Location,S/P,Date,LocID,SubID
461,Northern Shoveler,,High Acres Nature Area,US-NY,26 Aug 2017,L418669,S38857271
462,Mallard,,High Acres Nature Area,US-NY,26 Aug 2017,L418669,S38857271
463,Chimney Swift,,High Acres Nature Area,US-NY,26 Aug 2017,L418669,S38857271
464,Green Heron,1,High Acres Nature Area,US-NY,26 Aug 2017,L418669,S38857271
465,Turkey Vulture,,High Acres Nature Area,US-NY,26 Aug 2017,L418669,S38857271
466,Barn Swallow,,High Acres Nature Area,US-NY,26 Aug 2017,L418669,S38857271
467,Cedar Waxwing,2,High Acres Nature Area,US-NY,26 Aug 2017,L418669,S38857271
468,Song Sparrow,1,High Acres Nature Area,US-NY,26 Aug 2017,L418669,S38857271
469,Red-winged Blackbird,7,High Acres Nature Area,US-NY,26 Aug 2017,L418669,S38857271
470,Downy Woodpecker,2,Hartford Reservoir No. 1 and Forest,US-CT,24 Aug 2017,L733307,S38796187
471,Black-capped Chickadee,3,Hartford Reservoir No. 1 and Forest,US-CT,24 Aug 2017,L733307,S38796187
472,White-breasted Nuthatch,1,Hartford Reservoir No. 1 and Forest,US-CT,24 Aug 2017,L733307,S38796187
473,House Wren,1,Spice Bush Swamp Park,US-CT,23 Aug 2017,L1177569,S38787959
474,Gray Catbird,1,Spice Bush Swamp Park,US-CT,23 Aug 2017,L1177569,S38787959
475,American Redstart,1,Spice Bush Swamp Park,US-CT,23 Aug 2017,L1177569,S38787959
476,Eastern Wood-Pewee,4,Penwood State Park,US-CT,23 Aug 2017,L293431,S38780532
477,Mottled Duck,4,J. N. Ding Darling NWR--Wildlife Drive,US-FL,20 Aug 2017,L823147,S38729364
478,Common Ground Dove,1,J. N. Ding Darling NWR--Wildlife Drive,US-FL,20 Aug 2017,L823147,S38729364
479,Greater Yellowlegs,1,J. N. Ding Darling NWR--Wildlife Drive,US-FL,20 Aug 2017,L823147,S38729364
480,Yellow-crowned Night-Heron,2,J. N. Ding Darling NWR--Wildlife Drive,US-FL,20 Aug 2017,L823147,S38729364
481,Boat-tailed Grackle,1,"13260 Intrepid Lane, Fort Myers, Florida, US (26.552, -81.782)",US-FL,18 Aug 2017,L6191841,S38700023
482,Red-shouldered Hawk,2,Corkscrew Swamp Sanctuary,US-FL,15 Aug 2017,L127407,S38656353
483,Great Crested Flycatcher,1,Corkscrew Swamp Sanctuary,US-FL,15 Aug 2017,L127407,S38656353
484,Blue-gray Gnatcatcher,1,Corkscrew Swamp Sanctuary,US-FL,15 Aug 2017,L127407,S38656353
485,Carolina Wren,1,Corkscrew Swamp Sanctuary,US-FL,15 Aug 2017,L127407,S38656353
486,Northern Waterthrush,1,Corkscrew Swamp Sanctuary,US-FL,15 Aug 2017,L127407,S38656353
487,American Oystercatcher,3,San Carlos Bay/Bunche Beach Preserve,US-FL,13 Aug 2017,L301036,S38620018
488,Black-bellied Plover,2,San Carlos Bay/Bunche Beach Preserve,US-FL,13 Aug 2017,L301036,S38620018
489,Semipalmated Plover,,San Carlos Bay/Bunche Beach Preserve,US-FL,13 Aug 2017,L301036,S38620018
490,Ruddy Turnstone,1,San Carlos Bay/Bunche Beach Preserve,US-FL,13 Aug 2017,L301036,S38620018
491,Western Sandpiper,2,San Carlos Bay/Bunche Beach Preserve,US-FL,13 Aug 2017,L301036,S38620018
492,Short-billed Dowitcher,3,San Carlos Bay/Bunche Beach Preserve,US-FL,13 Aug 2017,L301036,S38620018
493,Willet,8,San Carlos Bay/Bunche Beach Preserve,US-FL,13 Aug 2017,L301036,S38620018
494,Laughing Gull,1,San Carlos Bay/Bunche Beach Preserve,US-FL,13 Aug 2017,L301036,S38620018
495,Royal Tern,,San Carlos Bay/Bunche Beach Preserve,US-FL,13 Aug 2017,L301036,S38620018
496,Great Egret,1,San Carlos Bay/Bunche Beach Preserve,US-FL,13 Aug 2017,L301036,S38620018
497,Little Blue Heron,1,San Carlos Bay/Bunche Beach Preserve,US-FL,13 Aug 2017,L301036,S38620018
498,Reddish Egret,3,San Carlos Bay/Bunche Beach Preserve,US-FL,13 Aug 2017,L301036,S38620018
499,American Crow,11,"10401 Dartington Drive, Fort Myers, Florida, US (26.556, -81.779)",US-FL,12 Aug 2017,L6175420,S38607283
500,Northern Mockingbird,3,"10401 Dartington Drive, Fort Myers, Florida, US (26.556, -81.779)",US-FL,12 Aug 2017,L6175420,S38607283
501,Limpkin,1,Six Mile Cypress Slough Preserve,US-FL,12 Aug 2017,L424819,S38601114
502,Pileated Woodpecker,2,Six Mile Cypress Slough Preserve,US-FL,12 Aug 2017,L424819,S38601114
503,Wood Stork,1,"13652-13682 Fiddlesticks Boulevard, Fort Myers, Florida, US (26.545, -81.804)",US-FL,11 Aug 2017,L6172662,S38592407
504,Canada Goose,2,Hartford Reservoir No. 6,US-CT,10 Aug 2017,L607644,S38574234
505,Spotted Sandpiper,1,Hartford Reservoir No. 6,US-CT,10 Aug 2017,L607644,S38574234
506,Ring-billed Gull,1,Hartford Reservoir No. 6,US-CT,10 Aug 2017,L607644,S38574234
507,Double-crested Cormorant,2,Hartford Reservoir No. 6,US-CT,10 Aug 2017,L607644,S38574234
508,Scarlet Tanager,2,Hartford Reservoir No. 6,US-CT,10 Aug 2017,L607644,S38574234
509,Red-tailed Hawk,1,"500 Broad Street, Windsor, Connecticut, US (41.85, -72.779)",US-CT,09 Aug 2017,L6166936,S38559607
510,Red-bellied Woodpecker,1,"500 Broad Street, Windsor, Connecticut, US (41.85, -72.779)",US-CT,09 Aug 2017,L6166936,S38559607
511,Northern Cardinal,1,"500 Broad Street, Windsor, Connecticut, US (41.85, -72.779)",US-CT,09 Aug 2017,L6166936,S38559607
512,American Goldfinch,1,Penwood State Park,US-CT,09 Aug 2017,L293431,S38558865
513,Chipping Sparrow,2,Penwood State Park,US-CT,09 Aug 2017,L293431,S38558865
514,House Finch,1,"14 Sunny Slope Drive, West Hartford, Connecticut, US (41.78, -72.744)",US-CT,08 Aug 2017,L6161564,S38538947
515,Mourning Dove,2,"14 Sunny Slope Drive, West Hartford, Connecticut, US (41.78, -72.744)",US-CT,07 Aug 2017,L6161564,S38529035
516,Tufted Titmouse,1,"14 Sunny Slope Drive, West Hartford, Connecticut, US (41.78, -72.744)",US-CT,07 Aug 2017,L6161564,S38529035
517,House Sparrow,3,"14 Sunny Slope Drive, West Hartford, Connecticut, US (41.78, -72.744)",US-CT,07 Aug 2017,L6161564,S38529035
518,Common Grackle,4,"14 Sunny Slope Drive, West Hartford, Connecticut, US (41.78, -72.744)",US-CT,07 Aug 2017,L6161564,S38529035
519,Barred Owl,1,"Sunny Slope, West Hartford, CT",US-CT,06 Aug 2017,L6156720,S38502689
520,Common Raven,3,Coyote Gulch,US-UT,07 Jun 2017,L4616712,S40126879
521,Common Gallinule,1,Six Mile Cypress Slough Preserve,US-FL,29 Jan 2017,L424819,S34013446
522,Purple Gallinule,1,Lake Trafford--Annie Olesky Park,US-FL,28 Jan 2017,L782931,S38686694
523,American Bittern,1,Lake Trafford--Annie Olesky Park,US-FL,28 Jan 2017,L782931,S38686694
524,Pied-billed Grebe,2,Six Mile Cypress Slough Preserve,US-FL,10 Jan 2017,L424819,S38539010
525,Crested Caracara,1,Corkscrew Rd & SR 82,US-FL,08 Jan 2017,L6163535,S38539020
526,Anhinga,5,Six Mile Cypress Slough Preserve,US-FL,29 Oct 2016,L424819,S38539035
527,White Ibis,9,Six Mile Cypress Slough Preserve,US-FL,29 Oct 2016,L424819,S38539035
528,Blue Jay,2,Keney Park,US-CT,21 May 2016,L6189670,S38686524
529,Wood Thrush,1,Keney Park,US-CT,21 May 2016,L6189670,S38686524
530,American Robin,3,Keney Park,US-CT,21 May 2016,L6189670,S38686524
531,Baltimore Oriole,1,Keney Park,US-CT,21 May 2016,L6189670,S38686524
532,Brown-headed Cowbird,1,Keney Park,US-CT,21 May 2016,L6189670,S38686524
533,Black-crowned Night-Heron,1,Six Mile Cypress Slough Preserve,US-FL,27 Mar 2016,L424819,S38686660
534,Brown Pelican,,Hurricane Bay,US-FL,10 Oct 2015,L6189690,S38686627
535,Great Blue Heron,,Hurricane Bay,US-FL,10 Oct 2015,L6189690,S38686627
536,Osprey,1,Hurricane Bay,US-FL,10 Oct 2015,L6189690,S38686627
537,Belted Kingfisher,1,Hurricane Bay,US-FL,10 Oct 2015,L6189690,S38686627
538,Sandhill Crane,1,"The Plantation (Restricted Access), Fort Myers, FL",US-FL,16 Feb 2015,L6319667,S39398621
539,Bald Eagle,1,Friday Harbor -- Harbor area,US-WA,14 Jul 2014,L879916,S38696014
540,Snowy Egret,1,J. N. Ding Darling NWR--Wildlife Drive,US-FL,15 Feb 2014,L823147,S38686563
541,Tricolored Heron,1,J. N. Ding Darling NWR--Wildlife Drive,US-FL,15 Feb 2014,L823147,S38686563
542,Roseate Spoonbill,,J. N. Ding Darling NWR--Wildlife Drive,US-FL,15 Feb 2014,L823147,S38686563
543,Spruce Grouse,1,Seven Devils Trail,US-ID,13 Aug 2008,L7615456,S46751521
