Row #,Species,Count,Location,S/P,Date,LocID,SubID
658,Mangrove Vireo,2,"Calle Parque Municipal, Tarcoles, Provincia de Puntarenas, CR (9.769, -84.628)",CR-P,09 May 2019,L9232981,S56066588
659,Bell's Vireo,2,Paton Center for Hummingbirds (Patons' Yard),US-AZ,18 Sep 2018,L247122,S48604547
660,Hutton's Vireo,4,Ramsey Canyon Preserve (formerly Mile Hi Ranch),US-AZ,17 Sep 2018,L129062,S48574612
661,Yellow-throated Vireo,1,Six Mile Cypress Slough Preserve,US-FL,26 Mar 2018,L424819,S43975623
662,Yellow-winged Vireo,1,Savegre Hotel,CR-SJ,16 May 2019,L501858,S56359712
663,Cassin's Vireo,1,Cave Creek Canyon--South Fork,US-AZ,15 Sep 2018,L129099,S48533334
664,Blue-headed Vireo,1,Six Mile Cypress Slough Preserve,US-FL,09 Nov 2017,L424819,S40396799
665,Plumbeous Vireo,1,San Pedro RNCA--San Pedro House and trails,US-AZ,17 Sep 2018,L129080,S48579502
666,Philadelphia Vireo,1,Petit Manan NWR--Hollingsworth Trail,US-ME,31 May 2019,L2911963,S56992041
667,Warbling Vireo,3,Fisher Meadows Recreation Area,US-CT,07 May 2018,L733301,S45405911
668,Brown-capped Vireo,1,Savegre Hotel,CR-SJ,16 May 2019,L501858,S56362616
669,Red-eyed Vireo,1,"2865R Albany Avenue, West Hartford, Connecticut, US (41.791, -72.787)",US-CT,07 Sep 2017,L6249570,S39048282
670,Chivi Vireo,1,"Unknown Location - (-3.818, -73.321)",PE-LOR,04 Mar 2019,L8820083,S53643161
671,Yellow-green Vireo,4,"Unnamed Road, El Valle de Antón, Provincia de Coclé, PA (8.539, -80.199)",PA-2,10 Apr 2018,L7203716,S44444850
672,Eurasian Golden Oriole,1,Jerusalem Bird Observatory התחנה לחקר ציפורי ירושלים,IL-JM,04 Sep 2019,L967976,S59501483
673,Fork-tailed Drongo,1,Central Serengeti Near Thomson Nyumba,TZ-13,28 Jul 2017,L6153177,S38487249
674,African Paradise-Flycatcher,1,Gibbs Farm,TZ-01,31 Jul 2017,L4045814,S38526634
675,Loggerhead Shrike,1,Aircraft Observation Marsh,US-FL,02 Oct 2017,L5740111,S39513588
676,Gray-backed Fiscal,1,Northern Serengeti National Park (Mara Region),TZ-13,25 Jul 2017,L6151339,S38474013
677,Northern Fiscal,1,Eastern Serengeti Thomson Enashiva Camp,TZ-01,22 Jul 2017,L6149970,S38465700
678,Magpie Shrike,3,Central Serengeti Near Thomson Nyumba,TZ-13,27 Jul 2017,L6153177,S38487031
679,Black-chested Jay,2,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
680,Green Jay,13,Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069),US-TX,06 Oct 2019,L128890,S60397298
681,Steller's Jay,1,Seward--Two Lakes Trail,US-AK,25 Aug 2018,L3495015,S48063249
682,Blue Jay,2,Keney Park,US-CT,21 May 2016,L6189670,S38686524
683,Florida Scrub-Jay,1,"2524 Northwest 15th Avenue, Cape Coral, Florida, US (26.701, -82.005)",US-FL,07 Jan 2018,L6681539,S41704420
684,California Scrub-Jay,9,O'Neill Regional Park,US-CA,24 Sep 2018,L374421,S48727000
685,Woodhouse's Scrub-Jay,1,Portal--Cave Creek Ranch,US-AZ,15 Sep 2018,L324045,S48533304
686,Mexican Jay,1,Cave Creek Canyon--South Fork,US-AZ,15 Sep 2018,L129099,S48533199
687,Black-billed Magpie,2,"8308 Owl Avenue, Meadowlands, Minnesota, US (47.11, -92.727)",US-MN,26 Jun 2018,L7628999,S46820389
688,House Crow,1,Nokomis Public Beach,US-FL,20 Mar 2019,L2602995,S54037924
689,American Crow,11,"10401 Dartington Drive, Fort Myers, Florida, US (26.556, -81.779)",US-FL,12 Aug 2017,L6175420,S38607283
690,Northwestern Crow,1,Seward--New Headlands,US-AK,24 Aug 2018,L2024109,S48048403
691,Fish Crow,1,Hammonasset Beach SP,US-CT,11 Sep 2017,L298379,S39127718
692,Chihuahuan Raven,28,Laredo Landfill,US-TX,09 Oct 2019,L1926120,S60481321
693,Hooded Crow,2,"Jerusalem, Jerusalem District, IL (31.8, 35.215)",IL-JM,02 Sep 2019,L9868656,S59456018
694,Common Raven,3,Coyote Gulch,US-UT,07 Jun 2017,L4616712,S40126879
695,Carolina Chickadee,2,"2905 North Monroe Street, Tallahassee, Florida, US (30.483, -84.306)",US-FL,02 May 2019,L9164799,S55686096
696,Black-capped Chickadee,3,Hartford Reservoir No. 1 and Forest,US-CT,24 Aug 2017,L733307,S38796187
697,Mountain Chickadee,1,Mt. Lemmon--Rose Canyon and Lake,US-AZ,21 Sep 2018,L129068,S48656738
698,Chestnut-backed Chickadee,5,Seward--Two Lakes Trail,US-AK,25 Aug 2018,L3495015,S48063249
699,Bridled Titmouse,1,St. David--Holy Trinity Monastery,US-AZ,14 Sep 2018,L348318,S48504654
700,Oak Titmouse,1,O'Neill Regional Park,US-CA,25 Sep 2018,L374421,S48740083
701,Tufted Titmouse,1,"14 Sunny Slope Drive, West Hartford, Connecticut, US (41.78, -72.744)",US-CT,07 Aug 2017,L6161564,S38529035
702,Black-crested Titmouse,3,Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069),US-TX,06 Oct 2019,L128890,S60397298
703,Great Tit,1,Jerusalem Bird Observatory התחנה לחקר ציפורי ירושלים,IL-JM,04 Sep 2019,L967976,S59501483
704,Verdin,2,De Anza Trail--Tumacacori,US-AZ,18 Sep 2018,L505270,S48604545
705,Flappet Lark,1,Northern Serengeti National Park (Mara Region),TZ-13,26 Jul 2017,L6151339,S38483682
706,Horned Lark,15,Hammonasset Beach SP,US-CT,19 Dec 2017,L298379,S41195645
707,Graceful Prinia,12,Independence Park תל אביב גן העצמאות,IL-TA,05 Sep 2019,L3882967,S59523901
708,Gray-capped Warbler,1,Gibbs Farm,TZ-01,31 Jul 2017,L4045814,S38526634
709,Sedge Warbler,1,Jerusalem Bird Observatory התחנה לחקר ציפורי ירושלים,IL-JM,04 Sep 2019,L967976,S59501483
710,Black-capped Donacobius,4,"Fernando Lores, Loreto, PE (-4.374, -73.402)",PE-LOR,05 Mar 2019,L8820126,S53643355
711,Blue-and-white Swallow,7,"Villa San Ignacio, Alajuela",CR-A,09 May 2019,L1144236,S56038518
712,White-thighed Swallow,5,West of El Valle on road to Pacific lowlands,PA-2,11 Apr 2018,L7208602,S44476527
713,Northern Rough-winged Swallow,40,Stormwater Treatment Area 5/6,US-FL,13 Jan 2018,L207305,S41871319
714,Southern Rough-winged Swallow,3,"Unnamed Road, El Valle de Antón, Provincia de Coclé, PA (8.539, -80.199)",PA-2,10 Apr 2018,L7203716,S44444850
715,Purple Martin,10,Celery Fields,US-FL,05 Feb 2018,L234146,S42522301
716,Gray-breasted Martin,5,"(8.618, -80.229)",PA-2,11 Apr 2018,L7208429,S44476442
717,Tree Swallow,50,Wild Turkey Strand Preserve,US-FL,04 Nov 2017,L1903106,S40306833
718,White-winged Swallow,2,"Fernando Lores, Loreto, PE (-4.374, -73.402)",PE-LOR,05 Mar 2019,L8820126,S53643355
719,Mangrove Swallow,6,Río Tarcoles--Boat Tour,CR-P,09 May 2019,L1456779,S56066566
720,Bank Swallow,2,Fort De Soto Park,US-FL,25 Apr 2018,L127332,S44932073
721,Barn Swallow,,High Acres Nature Area,US-NY,26 Aug 2017,L418669,S38857271
722,Cliff Swallow,2,Hartford Reservoir No. 6,US-CT,07 May 2018,L607644,S45414560
723,Cave Swallow,2,Dry Tortugas NP--Garden Key,US-FL,22 Mar 2018,L127452,S43914060
724,Red-whiskered Bulbul,2,"8760-8780 Southwest 81st Street, Miami, Florida, US (25.694, -80.335)",US-FL,25 Feb 2018,L6985787,S43173524
725,Common Bulbul,1,Gibbs Farm,TZ-01,31 Jul 2017,L4045814,S38526634
726,White-spectacled Bulbul,2,"Jerusalem (31.789, 35.23)",IL-JM,02 Sep 2019,L9869865,S59463853
727,Willow Warbler,1,"1 Louis Vincent Street, Jerusalem (31.79, 35.229)",IL-JM,03 Sep 2019,L9871818,S59479869
728,Bushtit,6,Box Canyon,US-AZ,20 Sep 2018,L340405,S48778287
729,Eurasian Blackcap,7,Jerusalem Bird Observatory התחנה לחקר ציפורי ירושלים,IL-JM,04 Sep 2019,L967976,S59501483
730,Lesser Whitethroat,8,Jerusalem Bird Observatory התחנה לחקר ציפורי ירושלים,IL-JM,04 Sep 2019,L967976,S59501483
731,Wrentit,1,O'Neill Regional Park,US-CA,24 Sep 2018,L374421,S48727000
732,Arrow-marked Babbler,4,Gibbs Farm,TZ-01,31 Jul 2017,L4045814,S38526634
733,Golden-crowned Kinglet,1,Frances Slocum SP,US-PA,24 Nov 2017,L443823,S40695982
734,Ruby-crowned Kinglet,1,Hickey Creek Wildlife & Environmental Area,US-FL,08 Feb 2018,L1349962,S42590876
735,Red-breasted Nuthatch,1,White Memorial Foundation--Little Pond,US-CT,25 May 2018,L598873,S46004679
736,White-breasted Nuthatch,1,Hartford Reservoir No. 1 and Forest,US-CT,24 Aug 2017,L733307,S38796187
737,Pygmy Nuthatch,15,Mt. Lemmon--Rose Canyon and Lake,US-AZ,21 Sep 2018,L129068,S48656738
738,Brown-headed Nuthatch,4,Pine Lake Preserve,US-FL,02 Jan 2018,L335686,S41549892
739,Brown Creeper,1,"2865R Albany Avenue, West Hartford, Connecticut, US (41.791, -72.787)",US-CT,07 Sep 2017,L6249570,S39048282
740,Tawny-faced Gnatwren,1,La Mesa,PA-2,11 Apr 2018,L1532299,S44476552
741,Blue-gray Gnatcatcher,1,Corkscrew Swamp Sanctuary,US-FL,15 Aug 2017,L127407,S38656353
742,Black-tailed Gnatcatcher,2,Green Valley - Calle Lecho,US-AZ,19 Sep 2018,L4671259,S48634856
743,Black-capped Gnatcatcher,1,Montosa Canyon--km 1 (culvert area),US-AZ,18 Sep 2018,L281844,S48604543
744,Tropical Gnatcatcher,1,West of El Valle on road to Pacific lowlands,PA-2,11 Apr 2018,L7208602,S44476527
745,Rock Wren,2,East Box Canyon Rd--Arizona Trail to Greaterville Rd,US-AZ,20 Sep 2018,L3619006,S48775979
746,Canyon Wren,1,Cave Creek Canyon--South Fork,US-AZ,15 Sep 2018,L129099,S48533199
747,House Wren,1,Spice Bush Swamp Park,US-CT,23 Aug 2017,L1177569,S38787959
748,Ochraceous Wren,1,Altos del Maria--Elevación 900-1100 msnm,PA-8,14 Apr 2018,L3182851,S44573954
749,Winter Wren,1,"Ice Age National Scenic Trail, Baraboo, Wisconsin, US (43.411, -89.724)",US-WI,24 Jun 2018,L7620216,S46773748
750,Sedge Wren,1,Dinner Island Ranch WMA,US-FL,26 Jan 2018,L840220,S42249347
751,Marsh Wren,1,White Memorial Foundation--Little Pond,US-CT,21 May 2018,L598873,S45906104
752,Carolina Wren,1,Corkscrew Swamp Sanctuary,US-FL,15 Aug 2017,L127407,S38656353
753,Bewick's Wren,2,Vancouver--Van Dusen Gardens,CA-BC,06 Sep 2018,L367682,S48330221
754,Rufous-naped Wren,12,"Villa San Ignacio, Alajuela",CR-A,09 May 2019,L1144236,S56038518
755,Cactus Wren,4,Green Valley - Calle Lecho,US-AZ,19 Sep 2018,L4671259,S48634856
756,Rufous-breasted Wren,1,Canopy Adventure,PA-2,13 Apr 2018,L1659574,S44527311
757,Rufous-and-white Wren,1,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
758,Isthmian Wren,1,Cara Iguana,PA-2,09 Apr 2018,L2119256,S44413530
759,Riverside Wren,1,Hacienda Baru,CR-P,11 May 2019,L448818,S56136889
760,Bay Wren,1,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506382
761,Buff-breasted Wren,1,"Nauta, Loreto, PE (-4.659, -73.803)",PE-LOR,07 Mar 2019,L8820192,S53643601
762,White-breasted Wood-Wren,2,La Mesa,PA-2,11 Apr 2018,L1532299,S44476552
763,Song Wren,1,La Mesa,PA-2,11 Apr 2018,L1532299,S44476552
764,Red-billed Oxpecker,3,Tarangire NP,TZ-26,01 Aug 2017,L1044008,S38530008
765,Yellow-billed Oxpecker,8,Tarangire NP,TZ-26,01 Aug 2017,L1044008,S38530008
766,Common Hill Myna,1,"6840-6904 Southwest 65th Avenue, South Miami, Florida, US (25.706, -80.3)",US-FL,25 Feb 2018,L6985137,S43167830
767,European Starling,1,Milford Pt. (CT Audubon),US-CT,20 Sep 2017,L109216,S39297714
768,Common Myna,3,"720 Northwest 37th Avenue, Miami, Florida, US (25.78, -80.256)",US-FL,25 Feb 2018,L6984609,S43165115
769,Hildebrandt's Starling,1,Tarangire NP,TZ-26,31 Jul 2017,L1044008,S38528783
770,Rüppell's Starling,1,Northern Serengeti National Park (Mara Region),TZ-13,26 Jul 2017,L6151339,S38483682
771,Superb Starling,1,Eastern Serengeti Thomson Enashiva Camp,TZ-01,22 Jul 2017,L6149970,S38465700
772,Gray Catbird,1,Spice Bush Swamp Park,US-CT,23 Aug 2017,L1177569,S38787959
773,Curve-billed Thrasher,2,Portal--Bob Rodrigues yard (Dave Jasper's old yard),US-AZ,14 Sep 2018,L994658,S48510315
774,Brown Thrasher,3,Oscar Scherer SP,US-FL,05 Feb 2018,L127350,S42521196
775,Long-billed Thrasher,2,Estero Llano Grande SP WBC (LTC 054),US-TX,07 Oct 2019,L259855,S60426434
776,California Thrasher,1,O'Neill Regional Park,US-CA,25 Sep 2018,L374421,S48740083
777,Crissal Thrasher,2,Montosa Canyon--km 1 (culvert area),US-AZ,18 Sep 2018,L281844,S48604543
778,Bahama Mockingbird,1,Lantana Nature Preserve,US-FL,25 Apr 2019,L1293707,S55400945
779,Long-tailed Mockingbird,18,"1301 Avenida Jose Larco, Miraflores, Gobierno Regional de Lima, PE (-12.131, -77.03)",PE-LIM,03 Mar 2019,L8727366,S53315045
780,Tropical Mockingbird,1,"Unnamed Road, El Chirú, PA (8.317, -80.205)",PA-2,10 Apr 2018,L7203760,S44445026
781,Northern Mockingbird,3,"10401 Dartington Drive, Fort Myers, Florida, US (26.556, -81.779)",US-FL,12 Aug 2017,L6175420,S38607283
782,Eastern Bluebird,3,"2865R Albany Avenue, West Hartford, Connecticut, US (41.791, -72.787)",US-CT,07 Sep 2017,L6249570,S39048282
783,Western Bluebird,1,Mt. Lemmon--Rose Canyon and Lake,US-AZ,21 Sep 2018,L129068,S48656738
784,Black-faced Solitaire,1,Savegre Hotel,CR-SJ,16 May 2019,L501858,S56344820
785,Black-billed Nightingale-Thrush,3,PN Los Quetzales--Cerro Buenavista communication towers,CR-SJ,15 May 2019,L1126301,S56322773
786,Orange-billed Nightingale-Thrush,1,"Unknown Location - (8.786, -82.959)",CR-P,14 May 2019,L9265881,S56272589
787,Ruddy-capped Nightingale-Thrush,1,Savegre Hotel,CR-SJ,16 May 2019,L501858,S56344820
788,Veery,4,Lower Greenwoods Rec. Area - Barkhamsted,US-CT,10 May 2018,L1010128,S45535388
789,Gray-cheeked Thrush,2,Fort De Soto Park,US-FL,25 Apr 2018,L127332,S44932073
790,Bicknell's Thrush,1,Saddleback Mountain,US-ME,30 May 2019,L608589,S56897290
791,Swainson's Thrush,1,Canopy Lodge,PA-2,09 Apr 2018,L604642,S44403501
792,Hermit Thrush,1,Babcock-Webb WMA,US-FL,19 Mar 2018,L127396,S43783871
793,Wood Thrush,1,Keney Park,US-CT,21 May 2016,L6189670,S38686524
794,Mountain Thrush,1,La Georgina,CR-C,15 May 2019,L1126285,S56322811
795,Eurasian Blackbird,1,"1 Louis Vincent Street, Jerusalem (31.79, 35.229)",IL-JM,03 Sep 2019,L9871818,S59477189
796,Pale-vented Thrush,1,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
797,White-throated Thrush,1,Wilson Botanical Garden (OTS Las Cruces),CR-P,13 May 2019,L441320,S56231953
798,Clay-colored Thrush,5,Canopy Lodge,PA-2,08 Apr 2018,L604642,S44379875
799,Sooty Thrush,1,La Georgina,CR-C,15 May 2019,L1126285,S56322811
800,American Robin,3,Keney Park,US-CT,21 May 2016,L6189670,S38686524
801,Red-legged Thrush,1,Lantana Nature Preserve,US-FL,25 Apr 2019,L1293707,S55400945
802,Spotted Flycatcher,3,Jerusalem Bird Observatory התחנה לחקר ציפורי ירושלים,IL-JM,04 Sep 2019,L967976,S59501483
803,Silverbird,1,Central Serengeti Near Thomson Nyumba,TZ-13,26 Jul 2017,L6153177,S38483806
804,White-browed Robin-Chat,2,Gibbs Farm,TZ-01,31 Jul 2017,L4045814,S38526634
805,Collared Flycatcher,1,Jerusalem Bird Observatory התחנה לחקר ציפורי ירושלים,IL-JM,04 Sep 2019,L967976,S59501483
806,Common Redstart,3,Jerusalem Bird Observatory התחנה לחקר ציפורי ירושלים,IL-JM,04 Sep 2019,L967976,S59501483
807,Northern Wheatear,1,"Shlomo Lahat Promenade, Tel Aviv-Yafo, Tel Aviv District, IL (32.086, 34.766)",IL-TA,05 Sep 2019,L9878983,S59525840
808,Cedar Waxwing,2,High Acres Nature Area,US-NY,26 Aug 2017,L418669,S38857271
809,Black-and-yellow Silky-flycatcher,1,Paraiso Quetzal Lodge - Km 70,CR-SJ,17 May 2019,L1457094,S56417487
810,Long-tailed Silky-flycatcher,1,"Calle San Gerardo, Provincia de Cartago, CR (9.596, -83.798)",CR-C,15 May 2019,L9274084,S56322745
811,Phainopepla,1,"Forest Service 184 Road, Amado, Arizona, US (31.705, -111.05)",US-AZ,18 Sep 2018,L7939706,S48604541
812,Green-headed Sunbird,1,Gibbs Farm,TZ-01,30 Jul 2017,L4045814,S38502677
813,Olive Sunbird,1,Gibbs Farm,TZ-01,30 Jul 2017,L4045814,S38490057
814,Bronze Sunbird,1,Gibbs Farm,TZ-01,31 Jul 2017,L4045814,S38526634
815,Palestine Sunbird,1,"Jerusalem (31.784, 35.23)",IL-JM,03 Sep 2019,L9872318,S59479885
816,Olive Warbler,1,Mt. Lemmon--Rose Canyon and Lake,US-AZ,21 Sep 2018,L129068,S48656738
817,White-headed Buffalo-Weaver,1,Northern Serengeti National Park (Mara Region),TZ-13,26 Jul 2017,L6151339,S38483682
818,Rufous-tailed Weaver,3,Central Serengeti Near Thomson Nyumba,TZ-13,27 Jul 2017,L6153177,S38487031
819,Gray-headed Social-Weaver,2,Central Serengeti Near Thomson Nyumba,TZ-13,26 Jul 2017,L6153177,S38483806
820,Baglafecht Weaver,1,Gibbs Farm,TZ-01,31 Jul 2017,L4045814,S38526634
821,Scaly-breasted Munia,13,Pine Woods Park,US-FL,10 Nov 2018,L5584024,S49822958
822,House Sparrow,3,"14 Sunny Slope Drive, West Hartford, Connecticut, US (41.78, -72.744)",US-CT,07 Aug 2017,L6161564,S38529035
823,Eurasian Tree Sparrow,1,Essentia Health Wellness Garden,US-MN,27 Jun 2018,L7475575,S46839709
824,Western Yellow Wagtail,2,"Unnamed Road, Tel Aviv-Yafo, Tel Aviv District, IL (32.066, 34.761)",IL-TA,05 Sep 2019,L9879000,S59525922
825,African Pied Wagtail,1,Gibbs Farm,TZ-01,30 Jul 2017,L4045814,S38502677
826,American Pipit,5,Hammonasset Beach SP--West End,US-CT,08 Oct 2018,L109205,S49052116
827,Golden-browed Chlorophonia,1,Savegre Hotel,CR-SJ,16 May 2019,L501858,S56344820
828,Scrub Euphonia,4,"34, Puntarenas Province, CR (9.824, -84.597)",CR-P,09 May 2019,L9230991,S56053522
829,Yellow-crowned Euphonia,1,Cara Iguana,PA-2,09 Apr 2018,L2119256,S44413530
830,Thick-billed Euphonia,2,Canopy Lodge,PA-2,08 Apr 2018,L604642,S44379875
831,Yellow-throated Euphonia,2,Villa Lapas,CR-P,10 May 2019,L585101,S56077401
832,Fulvous-vented Euphonia,2,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506559
833,Spot-crowned Euphonia,1,Esquinas Rainforest Lodge,CR-P,12 May 2019,L1026422,S56168286
834,Tawny-capped Euphonia,2,La Mesa,PA-2,11 Apr 2018,L1532299,S44476552
835,Evening Grosbeak,9,"80 Beech Hill Road, Colebrook, Connecticut, US (42.018, -73.084)",US-CT,05 Dec 2018,L8217231,S50440516
836,House Finch,1,"14 Sunny Slope Drive, West Hartford, Connecticut, US (41.78, -72.744)",US-CT,08 Aug 2017,L6161564,S38538947
837,Purple Finch,1,White Memorial Foundation--Main Area,US-CT,14 May 2018,L109165,S45661920
838,European Greenfinch,1,Jerusalem Bird Observatory התחנה לחקר ציפורי ירושלים,IL-JM,04 Sep 2019,L967976,S59501483
839,White-bellied Canary,1,Central Serengeti Near Thomson Nyumba,TZ-13,27 Jul 2017,L6153177,S38487031
840,Thick-billed Seedeater,1,Gibbs Farm,TZ-01,31 Jul 2017,L4045814,S38526634
841,Red Crossbill,9,Petit Manan NWR--Hollingsworth Trail,US-ME,31 May 2019,L2911963,S56992041
842,Pine Siskin,5,Madera Canyon--Santa Rita Lodge,US-AZ,20 Sep 2018,L268114,S48635139
843,Lesser Goldfinch,1,Little Park,US-CO,02 Sep 2017,L516843,S38959867
844,American Goldfinch,1,Penwood State Park,US-CT,09 Aug 2017,L293431,S38558865
845,Yellow-bellied Siskin,1,Savegre Hotel,CR-SJ,16 May 2019,L501858,S56344820
846,Lapland Longspur,3,Hammonasset Beach SP,US-CT,30 Nov 2018,L298379,S50317643
847,Snow Bunting,2,Hammonasset Beach SP,US-CT,19 Dec 2017,L298379,S41195645
848,Rosy Thrush-Tanager,1,Canopy Lodge,PA-2,11 Apr 2018,L604642,S44476673
849,Sooty-capped Chlorospingus,1,"Calle San Gerardo, Provincia de Cartago, CR (9.596, -83.798)",CR-C,15 May 2019,L9274084,S56322745
850,Common Chlorospingus,3,Altos del Maria--Elevación 900-1100 msnm,PA-8,14 Apr 2018,L3182851,S44573954
851,Rufous-winged Sparrow,1,St. David--Holy Trinity Monastery,US-AZ,14 Sep 2018,L348318,S48504654
852,Stripe-headed Sparrow,3,"Calle Parque Municipal, Tarcoles, Provincia de Puntarenas, CR (9.769, -84.628)",CR-P,09 May 2019,L9232981,S56066588
853,Botteri's Sparrow,4,Las Cienegas NCA--South Entrance (Santa Cruz Co.),US-AZ,18 Sep 2018,L765457,S48604550
854,Cassin's Sparrow,2,Las Cienegas NCA--South Entrance (Santa Cruz Co.),US-AZ,18 Sep 2018,L765457,S48604550
855,Bachman's Sparrow,1,Babcock-Webb WMA,US-FL,19 Apr 2018,L127396,S44720565
856,Grasshopper Sparrow,2,Alva Scrub #195,US-FL,12 Mar 2018,L2921335,S43586196
857,Yellow-browed Sparrow,5,"Nauta, Loreto, PE (-4.58, -73.72)",PE-LOR,08 Mar 2019,L8820347,S53644475
858,Olive Sparrow,1,Santa Ana NWR (LTC 059),US-TX,07 Oct 2019,L129085,S60432282
859,Black-striped Sparrow,2,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
860,Chipping Sparrow,2,Penwood State Park,US-CT,09 Aug 2017,L293431,S38558865
861,Clay-colored Sparrow,3,Goose Pond,US-WI,24 Jun 2018,L209446,S46765421
862,Field Sparrow,1,Fisher Meadows Recreation Area,US-CT,07 Dec 2017,L733301,S40955236
863,Brewer's Sparrow,1,"North Moson Road, Sierra Vista, Arizona, US (31.57, -110.188)",US-AZ,17 Sep 2018,L7936456,S48576263
864,Black-throated Sparrow,2,Las Cienegas NCA--South Entrance (Santa Cruz Co.),US-AZ,18 Sep 2018,L765457,S48604550
865,Lark Sparrow,1,Oscar Scherer SP,US-FL,05 Feb 2018,L127350,S42521196
866,Lark Bunting,1,Las Cienegas NCA--South Entrance (Santa Cruz Co.),US-AZ,18 Sep 2018,L765457,S48604550
867,Orange-billed Sparrow,1,Canopy Lodge,PA-2,08 Apr 2018,L604642,S44379875
868,Chestnut-capped Brushfinch,2,La Mesa,PA-2,11 Apr 2018,L1532299,S44476552
869,American Tree Sparrow,5,Fisher Meadows Recreation Area,US-CT,11 Dec 2017,L733301,S41026256
870,Fox Sparrow,2,Harkness Memorial SP,US-CT,03 Dec 2018,L297947,S50391354
871,Dark-eyed Junco,5,Hartford Reservoir No. 6,US-CT,15 Nov 2017,L607644,S40518725
872,Yellow-eyed Junco,6,"Unknown Location - (31.9, -109.227)",US-AZ,15 Sep 2018,L7930055,S48533278
873,Volcano Junco,8,PN Los Quetzales--Cerro Buenavista communication towers,CR-SJ,15 May 2019,L1126301,S56322773
874,Rufous-collared Sparrow,1,Wilson Botanical Garden (OTS Las Cruces),CR-P,13 May 2019,L441320,S56235517
875,White-crowned Sparrow,2,Lighthouse Point Park,US-CT,11 Oct 2017,L109209,S39825664
876,White-throated Sparrow,1,Lighthouse Point Park,US-CT,11 Oct 2017,L109209,S39825664
877,Vesper Sparrow,5,Las Cienegas NCA--South Entrance (Santa Cruz Co.),US-AZ,18 Sep 2018,L765457,S48604550
878,LeConte's Sparrow,4,"9800 Racek Road, Meadowlands, Minnesota, US (47.099, -92.722)",US-MN,27 Jun 2018,L7631080,S46830285
879,Seaside Sparrow,1,Circle Beach Boat Ramp Road,US-CT,24 Jul 2018,L2189839,S47418861
880,Nelson's Sparrow,5,Milford Pt. (CT Audubon),US-CT,06 Oct 2018,L109216,S48982080
881,Saltmarsh Sparrow,7,Hammonasset Beach SP--Meig's Point Parking Lot/Marshes,US-CT,18 Jun 2018,L1880516,S46635054
882,Savannah Sparrow,1,Sandy Point,US-CT,27 Sep 2017,L109233,S39417354
883,Henslow's Sparrow,1,Goose Pond,US-WI,24 Jun 2018,L209446,S46765421
884,Song Sparrow,1,High Acres Nature Area,US-NY,26 Aug 2017,L418669,S38857271
885,Lincoln's Sparrow,1,"9800 Racek Road, Meadowlands, Minnesota, US (47.099, -92.722)",US-MN,27 Jun 2018,L7631080,S46830285
886,Swamp Sparrow,1,Lighthouse Point Park,US-CT,11 Oct 2017,L109209,S39825664
887,Large-footed Finch,1,La Georgina,CR-C,15 May 2019,L1126285,S56322811
888,Canyon Towhee,1,Portal--Bob Rodrigues yard (Dave Jasper's old yard),US-AZ,15 Sep 2018,L994658,S48533348
889,Abert's Towhee,2,San Pedro RNCA--San Pedro House and trails,US-AZ,16 Sep 2018,L129080,S48555858
890,California Towhee,1,"735 1st Avenue, Chula Vista, California, US (32.629, -117.066)",US-CA,23 Sep 2018,L7950827,S48689752
891,Rufous-crowned Sparrow,3,Montosa Canyon--km 1 (culvert area),US-AZ,18 Sep 2018,L281844,S48604543
892,Green-tailed Towhee,1,"North Moson Road, Sierra Vista, Arizona, US (31.57, -110.188)",US-AZ,17 Sep 2018,L7936456,S48576263
893,Spotted Towhee,1,Vancouver--Van Dusen Gardens,CA-BC,06 Sep 2018,L367682,S48330221
894,Eastern Towhee,1,Northwest Park,US-CT,25 Sep 2017,L109225,S39382177
895,Yellow-thighed Brushfinch,1,"Calle San Gerardo, San Gerardo de Dota, San José, CR (9.559, -83.803)",CR-SJ,15 May 2019,L9274050,S56322510
896,Western Spindalis,1,Crandon Park,US-FL,21 Feb 2019,L127422,S52993125
897,Wrenthrush,1,Paraiso Quetzal Lodge - Km 70,CR-SJ,17 May 2019,L1457094,S56417487
898,Yellow-breasted Chat,1,Lakes Regional Park,US-FL,15 Mar 2018,L305312,S43664871
899,Yellow-headed Blackbird,3,Sem-Chi Rice Mill,US-FL,18 Mar 2018,L4478244,S43744697
900,Bobolink,7,Hammonasset Beach SP--Meig's Point Parking Lot/Marshes,US-CT,11 May 2018,L1880516,S45557522
901,Eastern Meadowlark,1,"11201 Daniels Parkway, Fort Myers, Florida, US (26.548, -81.772)",US-FL,30 Oct 2017,L6427022,S40215546
902,Red-breasted Meadowlark,6,"Unknown Location - (8.7, -83.196)",CR-P,12 May 2019,L9251768,S56177303
903,Russet-backed Oropendola,2,"Fernando Lores, Loreto, PE (-4.182, -73.362)",PE-LOR,05 Mar 2019,L8820105,S53643265
